tanggal,jam,suhu_celsius,hari_libur,jumlah_penghuni,jumlah_perangkat_aktif,jam_penggunaan_rata_rata,konsumsi_kwh
2011-12-14,21,25.12,0,1,14,9.06,16.735
2011-12-15,21,25.49,0,1,15,8.85,17.555
2011-12-16,19,28.5,0,4,12,9.31,18.492
2011-12-17,7,25.07,0,5,3,8.3,15.441
2011-12-18,18,26.48,0,5,9,8.43,20.204
2011-12-19,18,25.88,0,2,4,6.46,10.562
2011-12-20,8,25.67,0,2,11,6.05,15.603
2011-12-21,20,28.92,0,6,10,9.85,19.133
2011-12-22,20,26.54,0,3,6,8.77,14.587
2011-12-23,15,26.75,0,5,8,6.26,16.123
2011-12-24,8,25.77,0,2,9,7.51,16.731
2011-12-25,22,24.49,1,5,6,8.46,20.294
2011-12-26,10,22.99,0,5,12,9.8,19.716
2011-12-27,18,23.7,0,4,7,6.33,17.039
2011-12-28,18,25.12,0,4,12,9.58,18.503
2011-12-29,13,25.95,0,4,9,7.48,16.489
2011-12-30,9,26.5,0,1,3,7.1,10.179
2011-12-31,18,23.3,0,5,7,10.13,19.392
2012-01-01,8,24.45,1,6,6,9.36,18.956
2012-01-02,12,23.67,0,2,3,9.22,11.809
2012-01-03,5,26.68,0,6,3,7.58,16.5
2012-01-04,18,26.58,0,3,7,7.41,13.808
2012-01-05,5,25.75,0,1,15,8.07,17.535
2012-01-06,21,23.87,0,6,4,6.12,15.058
2012-01-07,19,27.31,0,4,9,9.42,20.744
2012-01-08,21,23.11,0,4,8,8.88,16.543
2012-01-09,20,28.36,0,2,9,7.65,15.431
2012-01-10,20,25.23,0,6,4,6.37,14.703
2012-01-11,18,27.14,0,3,3,9.31,12.874
2012-01-12,21,23.29,0,4,4,7.78,15.622
2012-01-13,20,27.01,0,4,5,8.9,15.262
2012-01-14,22,23.72,0,6,8,11.16,20.134
2012-01-15,22,26.44,0,3,8,11.24,15.989
2012-01-16,21,25.91,0,3,8,9.59,17.448
2012-01-17,19,24.28,0,6,8,7.0,18.882
2012-01-18,21,25.16,0,3,3,8.65,12.345
2012-01-19,18,25.06,0,2,5,6.13,10.754
2012-01-20,17,25.51,0,3,9,6.51,15.0
2012-01-21,22,25.42,0,5,14,10.65,23.065
2012-01-22,22,24.51,0,3,8,9.68,16.177
2012-01-23,19,27.44,0,6,5,8.73,18.111
2012-01-24,19,26.2,0,3,14,6.42,18.04
2012-01-25,17,23.82,0,5,11,6.34,19.907
2012-01-26,17,22.81,0,3,14,8.02,19.418
2012-01-27,21,22.7,0,3,15,6.12,19.482
2012-01-28,22,27.66,0,5,12,9.59,22.873
2012-01-29,18,22.85,0,4,12,7.5,18.912
2012-01-30,7,28.25,0,5,10,6.06,17.443
2012-01-31,18,25.56,0,3,6,8.53,14.831
2012-02-01,5,25.35,0,4,5,9.38,15.004
2012-02-02,19,26.74,0,4,15,8.48,19.866
2012-02-03,5,24.74,0,5,11,7.2,18.326
2012-02-04,22,22.86,0,5,10,9.93,20.656
2012-02-05,23,22.05,0,6,6,10.83,19.635
2012-02-06,22,24.99,0,1,11,9.47,14.61
2012-02-07,19,24.79,0,2,10,6.67,13.635
2012-02-08,19,26.18,0,2,3,6.25,11.735
2012-02-09,20,24.17,0,5,10,9.2,19.768
2012-02-10,21,22.25,0,5,4,8.84,14.426
2012-02-11,11,25.28,0,5,13,11.48,20.889
2012-02-12,9,25.9,0,5,6,9.2,16.724
2012-02-13,16,27.35,0,1,15,9.42,17.331
2012-02-14,18,27.11,0,5,10,9.42,16.329
2012-02-15,21,29.5,0,3,10,7.28,17.847
2012-02-16,22,22.62,1,6,13,8.46,23.07
2012-02-17,17,28.23,0,6,3,8.94,18.079
2012-02-18,22,25.17,0,3,14,8.33,18.668
2012-02-19,17,26.16,0,1,10,8.49,14.319
2012-02-20,16,25.15,0,6,12,9.09,22.285
2012-02-21,19,24.87,0,1,8,6.32,13.158
2012-02-22,22,26.68,0,4,7,7.24,16.28
2012-02-23,20,23.42,0,5,4,8.47,16.076
2012-02-24,17,24.82,0,3,6,9.11,13.54
2012-02-25,18,27.72,0,5,11,10.17,21.248
2012-02-26,14,25.94,0,3,6,9.03,15.928
2012-02-27,11,24.44,0,6,14,9.18,22.412
2012-02-28,7,24.43,0,4,13,8.15,19.332
2012-02-29,18,27.78,0,1,3,9.44,11.4
2012-03-01,19,25.8,0,4,9,6.3,17.298
2012-03-02,18,25.7,0,1,6,9.57,13.482
2012-03-03,15,24.14,0,6,11,9.3,21.302
2012-03-04,21,26.96,0,3,14,7.79,19.405
2012-03-05,9,24.26,0,2,9,6.45,14.57
2012-03-06,22,24.72,0,6,12,7.02,19.08
2012-03-07,18,26.75,0,6,4,9.98,16.435
2012-03-08,21,27.58,0,1,12,6.95,15.159
2012-03-09,20,26.79,0,4,4,7.52,15.135
2012-03-10,19,24.1,0,6,12,7.9,20.435
2012-03-11,17,27.33,0,1,13,11.19,16.186
2012-03-12,20,26.21,0,6,4,9.4,15.338
2012-03-13,19,25.4,0,5,11,7.82,19.933
2012-03-14,22,23.24,0,3,11,6.22,15.432
2012-03-15,17,28.56,0,3,6,9.86,15.207
2012-03-16,20,26.21,0,5,12,6.68,17.907
2012-03-17,8,26.78,0,2,4,11.38,15.316
2012-03-18,11,23.25,0,3,3,9.64,13.145
2012-03-19,19,27.25,0,4,10,7.47,17.033
2012-03-20,22,23.39,0,1,15,8.21,16.197
2012-03-21,20,27.17,0,2,7,8.19,11.867
2012-03-22,21,28.65,0,3,9,9.39,16.509
2012-03-23,18,27.49,0,3,3,6.89,12.139
2012-03-24,20,28.15,0,2,14,7.51,20.226
2012-03-25,18,25.54,0,1,5,7.97,13.83
2012-03-26,20,25.22,0,1,7,7.46,12.765
2012-03-27,8,24.48,0,4,6,6.55,13.707
2012-03-28,21,29.18,0,1,13,9.36,17.833
2012-03-29,20,27.35,0,3,15,8.22,20.042
2012-03-30,12,26.31,0,2,15,7.73,16.477
2012-03-31,17,24.26,0,2,14,9.79,18.509
2012-04-01,13,27.37,0,6,14,8.17,23.678
2012-04-02,18,27.57,0,4,6,8.77,15.839
2012-04-03,21,24.9,0,1,6,8.2,11.677
2012-04-04,21,25.85,0,5,6,8.49,15.189
2012-04-05,7,26.71,0,3,11,7.8,17.431
2012-04-06,9,26.99,0,5,5,9.15,15.858
2012-04-07,21,23.83,0,4,15,8.21,21.057
2012-04-08,17,28.55,0,3,13,9.81,19.52
2012-04-09,17,25.27,0,1,13,7.62,14.842
2012-04-10,22,28.1,0,1,7,8.61,13.071
2012-04-11,10,26.45,0,2,14,7.4,17.838
2012-04-12,19,28.86,0,2,15,7.59,18.216
2012-04-13,8,27.78,0,3,10,7.09,14.914
2012-04-14,22,26.69,0,5,11,10.9,20.395
2012-04-15,14,26.51,0,6,7,11.28,21.471
2012-04-16,18,27.02,0,1,6,9.98,12.576
2012-04-17,19,28.42,0,1,4,7.5,11.14
2012-04-18,22,28.77,0,3,7,9.48,16.868
2012-04-19,20,28.02,0,5,7,7.06,16.209
2012-04-20,5,28.24,0,3,7,9.6,16.208
2012-04-21,20,27.51,0,2,13,8.52,16.971
2012-04-22,22,30.18,0,5,14,9.45,24.115
2012-04-23,10,27.04,0,4,4,8.93,14.226
2012-04-24,22,26.0,0,1,12,7.62,14.504
2012-04-25,17,27.89,0,1,6,8.45,11.182
2012-04-26,18,28.3,0,5,7,8.53,17.194
2012-04-27,21,28.97,0,3,13,9.32,19.346
2012-04-28,11,28.0,0,4,13,10.66,21.059
2012-04-29,21,26.23,0,4,12,9.76,21.671
2012-04-30,21,26.26,0,2,14,6.89,16.945
2012-05-01,18,29.24,1,5,5,10.44,20.384
2012-05-02,22,27.8,0,5,10,7.12,17.126
2012-05-03,18,27.09,0,6,13,6.61,20.936
2012-05-04,17,29.62,0,6,7,9.6,17.477
2012-05-05,11,31.13,0,1,9,10.58,20.461
2012-05-06,20,26.68,0,4,15,8.3,21.304
2012-05-07,18,27.15,0,4,13,6.11,16.543
2012-05-08,17,28.38,0,1,15,7.86,17.466
2012-05-09,20,28.25,0,2,15,8.47,20.046
2012-05-10,15,27.57,0,4,15,7.97,19.888
2012-05-11,10,30.32,0,1,11,9.18,17.766
2012-05-12,14,27.37,0,2,15,8.72,19.312
2012-05-13,18,25.96,0,5,5,7.77,15.891
2012-05-14,17,28.86,0,2,15,9.41,18.178
2012-05-15,19,30.06,0,6,14,8.02,21.991
2012-05-16,12,26.42,0,4,11,8.03,17.843
2012-05-17,18,28.78,0,2,3,8.8,11.893
2012-05-18,20,28.15,0,3,3,8.06,12.54
2012-05-19,12,30.97,0,2,7,7.63,18.577
2012-05-20,19,28.74,0,2,9,7.78,16.346
2012-05-21,12,28.48,0,2,9,8.02,15.723
2012-05-22,18,27.84,0,4,4,6.2,12.483
2012-05-23,21,26.42,0,6,13,6.87,18.35
2012-05-24,20,29.28,0,2,13,8.15,15.881
2012-05-25,19,31.25,0,3,8,7.17,20.043
2012-05-26,20,27.96,0,5,13,7.83,21.669
2012-05-27,17,27.53,0,1,13,9.93,18.395
2012-05-28,20,29.72,0,2,7,6.25,14.328
2012-05-29,9,28.98,0,4,11,9.11,19.545
2012-05-30,20,28.88,0,6,7,9.22,19.815
2012-05-31,17,27.24,0,3,10,7.5,16.783
2012-06-01,19,29.1,1,4,3,10.72,17.435
2012-06-02,14,32.53,0,3,14,10.99,27.605
2012-06-03,17,27.72,0,1,9,10.01,15.799
2012-06-04,19,29.18,0,4,3,8.57,14.55
2012-06-05,7,31.43,0,6,6,9.01,19.129
2012-06-06,21,30.83,0,3,13,9.17,24.267
2012-06-07,20,29.95,1,1,12,10.52,18.614
2012-06-08,22,26.14,0,6,7,6.68,16.812
2012-06-09,18,29.54,0,3,8,7.84,17.475
2012-06-10,21,29.62,0,3,11,10.93,21.635
2012-06-11,12,30.68,0,3,12,8.83,22.637
2012-06-12,22,29.12,0,1,14,9.12,16.55
2012-06-13,17,32.85,0,3,4,8.17,22.981
2012-06-14,17,28.21,0,3,3,7.68,12.443
2012-06-15,5,28.29,0,5,11,9.59,18.992
2012-06-16,22,31.06,0,4,4,11.4,20.208
2012-06-17,5,30.73,0,3,3,11.33,18.034
2012-06-18,18,29.4,0,4,10,8.38,18.297
2012-06-19,23,31.53,0,4,14,7.18,23.822
2012-06-20,22,31.47,0,2,4,9.76,15.483
2012-06-21,19,30.51,0,2,13,6.08,19.374
2012-06-22,17,30.3,0,2,15,7.37,23.752
2012-06-23,20,27.37,0,1,15,9.49,20.767
2012-06-24,21,30.58,0,3,9,8.34,18.541
2012-06-25,21,28.22,0,2,14,9.35,17.718
2012-06-26,23,29.46,0,3,12,6.23,18.813
2012-06-27,21,28.8,0,4,14,8.26,20.148
2012-06-28,11,30.91,0,5,12,7.19,21.766
2012-06-29,20,27.69,0,2,10,6.53,13.163
2012-06-30,10,29.29,0,1,4,11.5,15.057
2012-07-01,19,30.38,0,5,8,10.38,22.801
2012-07-02,21,29.34,0,3,12,8.78,17.946
2012-07-03,22,29.56,1,4,12,7.58,18.645
2012-07-04,22,33.0,0,6,5,6.1,24.616
2012-07-05,11,28.4,0,1,5,9.24,12.549
2012-07-06,6,30.36,0,1,13,9.12,19.832
2012-07-07,22,29.31,0,3,3,9.5,14.418
2012-07-08,17,31.3,0,4,9,9.82,27.093
2012-07-09,8,31.11,0,2,5,7.12,17.306
2012-07-10,9,29.9,0,2,10,7.11,15.262
2012-07-11,15,30.51,0,2,10,6.96,17.35
2012-07-12,22,30.02,0,2,14,9.16,19.9
2012-07-13,22,27.47,0,1,12,6.01,15.636
2012-07-14,7,30.25,0,4,9,9.44,20.475
2012-07-15,9,28.38,0,3,14,8.6,19.854
2012-07-16,20,30.24,0,5,9,8.47,22.24
2012-07-17,9,33.15,0,5,4,8.14,23.711
2012-07-18,20,32.74,0,2,3,7.49,21.259
2012-07-19,11,31.14,0,5,5,9.74,21.409
2012-07-20,21,30.19,0,3,3,8.46,16.036
2012-07-21,18,32.57,0,5,4,9.56,24.293
2012-07-22,21,31.86,1,2,10,7.52,23.112
2012-07-23,8,29.48,0,3,8,8.91,17.345
2012-07-24,18,29.0,0,5,9,6.44,17.834
2012-07-25,21,30.5,0,6,10,7.62,23.952
2012-07-26,23,30.1,0,3,13,6.71,19.537
2012-07-27,7,28.6,0,5,11,9.44,21.432
2012-07-28,7,31.3,0,5,3,9.79,21.889
2012-07-29,20,30.88,0,3,3,10.2,17.069
2012-07-30,17,30.64,0,5,7,6.89,19.95
2012-07-31,21,28.83,0,1,14,8.5,18.499
2012-08-01,21,28.88,0,5,6,7.67,16.732
2012-08-02,10,30.77,0,2,15,7.87,22.985
2012-08-03,20,29.57,0,1,3,6.3,10.72
2012-08-04,22,30.67,0,3,3,11.13,17.553
2012-08-05,21,28.13,0,1,9,11.42,15.039
2012-08-06,17,29.55,0,6,3,7.3,16.925
2012-08-07,8,29.57,0,4,5,6.08,15.492
2012-08-08,17,29.6,0,4,6,7.06,16.409
2012-08-09,22,27.58,0,3,9,9.2,18.359
2012-08-10,18,31.41,0,6,5,9.38,22.452
2012-08-11,12,30.91,0,2,4,10.54,16.662
2012-08-12,22,33.17,0,2,15,8.01,29.434
2012-08-13,21,31.11,0,5,13,6.16,23.562
2012-08-14,20,30.28,0,6,5,6.85,20.064
2012-08-15,14,31.5,0,3,9,7.24,17.353
2012-08-16,22,28.57,0,6,4,6.19,14.338
2012-08-17,8,31.34,1,6,7,11.33,26.683
2012-08-18,23,33.27,0,6,9,8.39,27.651
2012-08-19,19,28.58,0,1,8,11.48,16.555
2012-08-20,7,29.64,0,4,11,8.24,20.232
2012-08-21,21,30.12,0,2,5,8.73,13.345
2012-08-22,21,30.08,0,5,12,7.06,19.918
2012-08-23,17,31.74,0,1,5,8.1,16.102
2012-08-24,17,27.6,0,5,10,6.48,15.219
2012-08-25,19,30.47,0,3,6,10.81,19.64
2012-08-26,9,28.89,0,3,4,11.19,14.702
2012-08-27,16,29.96,0,3,11,7.81,20.258
2012-08-28,19,32.81,0,2,8,9.55,22.635
2012-08-29,11,31.04,1,1,4,11.31,17.882
2012-08-30,20,29.92,1,6,6,9.98,21.085
2012-08-31,17,29.25,0,1,12,9.19,17.269
2012-09-01,21,26.5,0,2,8,9.04,15.555
2012-09-02,21,31.78,0,2,9,9.49,20.349
2012-09-03,13,29.63,0,4,5,7.76,16.487
2012-09-04,17,28.68,0,6,12,9.64,24.379
2012-09-05,7,29.11,0,1,8,6.05,14.761
2012-09-06,22,26.99,0,2,3,8.34,11.345
2012-09-07,19,29.19,0,2,8,7.79,14.638
2012-09-08,13,31.04,0,6,4,9.25,23.593
2012-09-09,20,31.19,0,3,5,8.63,18.153
2012-09-10,22,29.92,0,5,8,7.04,20.1
2012-09-11,20,33.16,0,6,12,6.55,27.308
2012-09-12,8,32.11,0,3,6,6.5,18.242
2012-09-13,21,29.48,0,4,4,6.86,14.054
2012-09-14,22,28.67,0,4,4,8.45,14.285
2012-09-15,11,31.77,0,1,5,7.89,17.613
2012-09-16,20,29.57,0,1,8,10.08,15.786
2012-09-17,16,28.67,0,4,3,7.24,13.802
2012-09-18,17,28.57,0,5,15,7.94,20.786
2012-09-19,5,30.45,0,3,4,6.47,15.545
2012-09-20,21,27.28,0,6,9,8.57,20.15
2012-09-21,19,27.55,0,5,9,9.82,20.027
2012-09-22,19,27.81,0,1,13,9.16,18.501
2012-09-23,7,30.46,0,1,9,9.75,18.943
2012-09-24,18,30.09,0,1,15,9.84,20.793
2012-09-25,14,30.21,0,2,8,8.38,17.152
2012-09-26,22,29.06,0,5,12,8.07,18.646
2012-09-27,18,28.23,0,5,14,8.63,20.699
2012-09-28,21,30.92,0,6,10,7.21,23.466
2012-09-29,17,29.66,0,5,10,7.8,21.903
2012-09-30,18,30.22,0,3,12,11.02,24.095
2012-10-01,21,29.18,0,6,15,7.93,22.436
2012-10-02,18,30.33,0,3,7,6.78,16.356
2012-10-03,20,30.28,0,3,6,9.34,15.582
2012-10-04,17,27.78,0,1,3,8.02,10.738
2012-10-05,16,30.04,0,5,11,9.74,23.967
2012-10-06,23,31.01,0,3,8,10.48,21.769
2012-10-07,6,29.32,0,5,9,7.63,19.362
2012-10-08,18,28.81,0,5,4,9.1,17.094
2012-10-09,17,30.31,0,2,8,6.3,17.378
2012-10-10,17,26.76,0,5,10,8.9,18.147
2012-10-11,17,31.06,0,2,11,7.3,19.538
2012-10-12,15,27.58,0,2,12,7.43,16.783
2012-10-13,22,27.79,1,4,5,8.89,17.882
2012-10-14,5,29.85,0,1,15,10.08,20.296
2012-10-15,22,28.89,0,6,7,6.6,18.221
2012-10-16,9,31.22,0,4,12,7.38,19.378
2012-10-17,22,27.54,0,4,7,7.34,16.55
2012-10-18,20,29.42,0,1,5,9.42,12.39
2012-10-19,19,27.98,0,2,8,7.53,14.953
2012-10-20,10,29.03,0,2,3,7.75,14.465
2012-10-21,10,27.26,0,6,8,11.35,22.341
2012-10-22,21,26.93,0,1,13,9.92,16.237
2012-10-23,9,23.65,0,2,14,7.02,18.163
2012-10-24,18,27.7,0,2,15,6.65,19.421
2012-10-25,17,28.81,0,4,6,9.17,17.924
2012-10-26,18,28.48,0,2,9,8.82,15.637
2012-10-27,22,25.61,0,4,10,10.2,19.219
2012-10-28,12,24.1,0,3,13,7.96,17.304
2012-10-29,21,28.47,0,5,7,9.17,18.086
2012-10-30,19,28.64,0,6,7,7.38,16.762
2012-10-31,21,27.26,0,3,4,6.35,11.588
2012-11-01,20,28.37,0,4,10,9.93,16.708
2012-11-02,18,24.92,0,1,15,7.48,16.101
2012-11-03,20,26.94,0,1,13,11.04,21.384
2012-11-04,21,29.73,0,3,15,9.48,21.554
2012-11-05,13,30.25,0,1,4,9.75,13.981
2012-11-06,21,28.83,0,3,13,7.78,17.866
2012-11-07,18,28.36,0,6,15,9.54,22.341
2012-11-08,20,27.39,0,2,7,7.93,14.517
2012-11-09,22,27.43,0,1,5,8.82,12.578
2012-11-10,13,27.75,0,4,3,11.35,16.316
2012-11-11,18,26.32,0,4,13,11.05,20.557
2012-11-12,15,24.87,0,1,4,9.86,12.605
2012-11-13,15,28.97,0,2,13,8.14,18.895
2012-11-14,20,28.66,0,3,7,8.55,17.074
2012-11-15,20,24.63,0,4,10,7.65,16.724
2012-11-16,21,28.08,0,4,14,8.75,19.812
2012-11-17,7,27.23,0,6,12,7.89,19.391
2012-11-18,17,27.39,0,6,14,9.62,24.647
2012-11-19,18,25.66,0,5,12,9.97,18.92
2012-11-20,21,26.99,0,2,9,7.03,13.493
2012-11-21,19,27.82,0,2,6,6.29,11.261
2012-11-22,17,30.17,0,4,6,7.58,19.036
2012-11-23,19,24.13,0,4,12,7.37,17.836
2012-11-24,15,24.42,0,3,14,8.08,20.428
2012-11-25,17,26.0,0,5,15,9.5,24.385
2012-11-26,5,27.03,0,5,15,8.44,20.935
2012-11-27,21,25.91,0,3,5,9.2,14.157
2012-11-28,17,27.28,0,2,14,8.19,17.701
2012-11-29,22,23.24,0,6,4,6.2,15.021
2012-11-30,23,27.07,0,6,14,6.74,18.866
2012-12-01,6,27.35,0,4,14,9.38,21.071
2012-12-02,19,30.43,0,5,5,9.75,18.919
2012-12-03,21,24.07,0,1,9,6.06,14.013
2012-12-04,17,28.03,0,1,12,9.07,16.338
2012-12-05,19,26.45,0,6,8,9.51,20.712
2012-12-06,20,27.93,0,4,10,6.49,19.033
2012-12-07,18,26.21,0,5,14,8.79,21.194
2012-12-08,23,26.57,0,6,5,9.31,16.357
2012-12-09,22,25.17,0,6,6,7.82,18.245
2012-12-10,6,23.57,0,4,8,9.86,17.579
2012-12-11,21,27.11,0,5,13,9.22,22.325
2012-12-12,20,28.72,0,3,7,7.1,16.31
2012-12-13,21,28.44,0,2,10,6.34,15.216
2012-12-14,19,26.11,0,2,11,7.72,15.736
2012-12-15,12,26.45,0,4,3,10.62,13.687
2012-12-16,7,27.36,0,4,12,8.93,21.943
2012-12-17,6,25.0,0,3,14,7.0,18.892
2012-12-18,19,26.23,0,4,7,6.3,13.476
2012-12-19,22,26.99,0,2,4,6.1,11.809
2012-12-20,18,25.65,0,2,14,6.58,14.585
2012-12-21,22,27.01,0,6,13,7.47,20.344
2012-12-22,13,23.95,0,4,11,8.79,17.883
2012-12-23,20,26.71,0,1,13,9.13,15.15
2012-12-24,12,26.74,0,3,12,8.14,19.579
2012-12-25,22,24.88,1,2,13,7.71,18.61
2012-12-26,18,28.27,0,1,9,7.53,13.306
2012-12-27,18,27.32,0,2,7,8.83,14.261
2012-12-28,19,24.67,0,5,14,9.49,18.487
2012-12-29,22,24.95,1,3,5,10.7,18.544
2012-12-30,18,26.37,0,5,5,10.16,18.103
2012-12-31,20,27.53,0,4,13,7.2,18.389
2013-01-01,22,26.48,1,5,14,10.97,23.473
2013-01-02,13,24.38,0,6,3,9.12,17.573
2013-01-03,11,25.95,0,1,3,6.07,9.076
2013-01-04,17,28.02,0,2,10,9.27,17.114
2013-01-05,20,26.88,0,5,4,8.17,14.858
2013-01-06,20,25.22,0,3,8,8.41,15.638
2013-01-07,19,27.69,0,4,15,9.24,22.151
2013-01-08,19,25.72,0,4,12,6.93,19.406
2013-01-09,18,26.29,1,3,15,9.5,20.628
2013-01-10,19,22.97,0,2,3,9.15,10.479
2013-01-11,16,23.14,0,5,6,8.65,16.351
2013-01-12,22,24.09,0,6,13,9.69,20.119
2013-01-13,20,25.78,0,6,5,8.67,17.635
2013-01-14,17,25.66,0,2,6,9.59,15.168
2013-01-15,23,25.56,0,6,7,6.95,16.258
2013-01-16,6,29.09,0,6,5,9.2,20.414
2013-01-17,23,23.59,0,1,8,7.45,13.17
2013-01-18,16,27.08,0,6,7,8.15,17.033
2013-01-19,20,24.25,0,5,7,9.4,17.763
2013-01-20,22,26.49,0,5,3,9.12,16.939
2013-01-21,20,24.0,0,5,11,6.45,18.28
2013-01-22,9,24.34,0,5,12,9.86,19.807
2013-01-23,15,23.8,0,2,12,7.49,16.211
2013-01-24,9,26.64,0,1,6,9.99,12.854
2013-01-25,17,25.91,0,3,13,8.46,17.005
2013-01-26,22,26.37,0,6,8,11.03,20.047
2013-01-27,19,27.24,0,4,12,11.23,19.499
2013-01-28,13,27.24,0,3,6,9.14,15.728
2013-01-29,11,26.54,0,6,15,8.43,23.549
2013-01-30,5,25.48,0,2,4,9.91,12.702
2013-01-31,23,25.13,0,1,7,7.3,13.569
2013-02-01,22,25.03,0,2,12,7.08,15.901
2013-02-02,23,25.58,0,2,5,9.18,14.716
2013-02-03,18,28.17,0,1,11,11.3,18.249
2013-02-04,20,25.16,0,4,5,9.21,15.851
2013-02-05,19,24.76,0,4,9,9.07,17.141
2013-02-06,11,25.19,0,6,15,9.24,22.974
2013-02-07,18,25.36,0,4,14,7.59,20.727
2013-02-08,19,27.05,0,5,15,7.58,18.917
2013-02-09,13,28.78,0,3,14,11.31,20.196
2013-02-10,6,25.18,0,6,10,10.21,21.799
2013-02-11,7,25.87,0,4,9,6.65,16.836
2013-02-12,9,26.62,0,3,4,7.54,11.281
2013-02-13,17,26.76,0,4,9,7.13,16.219
2013-02-14,5,28.46,0,6,9,9.53,18.812
2013-02-15,10,25.67,0,2,13,8.46,18.102
2013-02-16,19,25.87,0,1,9,9.6,16.642
2013-02-17,20,25.15,0,4,13,9.06,19.805
2013-02-18,17,26.2,0,6,6,9.63,19.347
2013-02-19,13,26.09,0,4,4,6.53,13.334
2013-02-20,22,26.85,0,3,15,9.97,18.932
2013-02-21,17,28.86,0,4,6,7.92,16.036
2013-02-22,16,24.49,0,1,14,6.15,14.387
2013-02-23,22,24.61,0,3,14,9.29,22.311
2013-02-24,8,25.5,0,2,5,8.9,14.987
2013-02-25,21,25.37,0,2,15,6.59,17.608
2013-02-26,12,26.09,0,4,11,9.55,18.56
2013-02-27,19,27.47,0,4,15,6.6,17.237
2013-02-28,11,25.52,0,2,10,6.09,14.39
2013-03-01,11,24.48,0,4,11,7.92,17.341
2013-03-02,7,25.21,1,3,12,8.61,20.278
2013-03-03,22,22.63,0,1,9,9.77,16.796
2013-03-04,9,27.44,0,2,10,8.59,17.005
2013-03-05,18,25.4,0,5,13,8.38,20.96
2013-03-06,19,25.36,0,4,11,9.56,16.031
2013-03-07,23,26.66,0,6,3,9.87,15.147
2013-03-08,18,28.28,0,5,14,8.8,21.282
2013-03-09,22,25.36,0,6,12,8.17,21.96
2013-03-10,21,25.42,0,6,4,8.18,15.735
2013-03-11,22,25.41,0,3,4,7.49,12.39
2013-03-12,20,26.49,0,6,7,9.79,18.248
2013-03-13,13,24.92,0,5,13,9.24,20.685
2013-03-14,18,26.54,0,2,12,6.41,15.749
2013-03-15,22,22.7,0,5,11,9.86,19.414
2013-03-16,7,25.57,0,1,14,8.1,19.256
2013-03-17,5,25.14,0,4,8,10.01,19.545
2013-03-18,12,23.92,0,5,7,6.28,13.951
2013-03-19,20,25.06,0,1,12,8.23,14.63
2013-03-20,12,28.01,0,4,15,6.23,18.93
2013-03-21,22,26.57,0,4,15,7.8,19.715
2013-03-22,10,29.65,0,6,12,9.01,20.888
2013-03-23,15,26.12,0,3,10,9.8,16.456
2013-03-24,8,27.13,0,6,4,10.29,17.096
2013-03-25,23,26.84,0,6,15,6.58,20.32
2013-03-26,20,24.55,0,6,3,7.17,15.872
2013-03-27,19,26.26,0,3,15,8.62,17.172
2013-03-28,10,27.71,0,4,11,8.19,18.223
2013-03-29,21,24.31,0,4,10,7.96,15.854
2013-03-30,22,25.33,0,4,5,9.34,15.783
2013-03-31,21,28.25,0,5,15,8.47,23.424
2013-04-01,17,27.82,0,5,14,9.53,22.39
2013-04-02,21,27.58,0,1,7,7.55,12.851
2013-04-03,17,29.38,0,1,11,7.93,17.394
2013-04-04,18,27.52,0,2,9,8.47,14.91
2013-04-05,13,25.95,0,3,15,7.96,18.607
2013-04-06,18,27.77,0,5,3,9.43,14.293
2013-04-07,19,27.38,0,4,9,9.37,16.922
2013-04-08,20,26.48,0,5,12,7.87,20.014
2013-04-09,17,26.9,0,2,5,8.01,13.128
2013-04-10,19,26.66,0,1,10,6.85,13.45
2013-04-11,21,25.53,0,2,7,6.44,13.569
2013-04-12,11,29.72,0,5,15,6.55,22.864
2013-04-13,21,27.52,0,6,13,10.84,22.16
2013-04-14,17,27.86,0,3,3,8.22,13.804
2013-04-15,21,30.62,0,6,5,8.56,21.694
2013-04-16,12,28.58,0,5,15,6.46,20.327
2013-04-17,17,26.85,0,4,8,9.01,17.765
2013-04-18,19,30.36,0,3,10,9.41,19.372
2013-04-19,19,27.61,0,2,4,9.34,11.916
2013-04-20,15,27.49,0,2,10,7.58,17.906
2013-04-21,19,28.78,0,6,8,7.52,20.219
2013-04-22,20,30.42,0,5,8,6.74,21.649
2013-04-23,18,27.0,0,5,10,9.02,17.926
2013-04-24,5,27.63,0,5,12,9.73,18.735
2013-04-25,15,26.57,0,3,11,6.46,16.885
2013-04-26,21,27.82,0,4,7,6.31,14.356
2013-04-27,20,26.29,0,3,3,8.36,14.385
2013-04-28,20,27.1,1,2,7,11.25,17.86
2013-04-29,7,27.44,0,1,14,7.79,15.833
2013-04-30,18,27.71,0,4,7,8.65,13.676
2013-05-01,17,26.76,1,2,12,9.69,19.334
2013-05-02,17,29.99,0,3,8,9.23,17.288
2013-05-03,10,30.78,1,5,12,8.71,24.078
2013-05-04,15,30.15,0,4,11,9.1,21.988
2013-05-05,15,27.46,0,2,11,7.72,19.362
2013-05-06,6,29.76,0,2,15,6.12,18.704
2013-05-07,21,29.97,0,4,11,9.52,19.92
2013-05-08,19,25.94,0,3,12,9.83,19.668
2013-05-09,17,29.12,0,2,9,6.69,17.066
2013-05-10,19,29.37,0,2,13,6.27,17.39
2013-05-11,21,26.73,0,2,4,8.33,13.591
